Hours;Calls Presented;Calls Answered;Call Answered <= 45s;Call Answered (> 45s &<= 90s);Call Answered > 90s;Unanswered Calls;TMA;TME;% Answered;DATA_FORMATADA_1;DATA_FORMATADA_FINAL;HORA_FORMATADA;CLASSIFICAÇÃO_DIA;RESPONDIDAS_DN;RESPONDIDAS_DP;NS_DP;NS_DN;NÃO_RESPONDIDAS_DN;NÃO_RESPONDIDAS_DP;DATA_FORMATADA_2;MÊS;ANO;HORA_FORMATADA_2
2021-05-07 18:00:00;39;39;39;;;;00:04:42;00:00:00;100%;2021-05-07;07/05/2021;18:00:00;DIA DE PICO;39;39;100%;100%;0;0;07/05/2021;(05)-mai/2021;2021;18:00:00
2021-05-07 17:00:00;66;58;14;4;40;8;00:06:25;00:04:01;88%;2021-05-07;07/05/2021;17:00:00;DIA DE PICO;14;18;27%;21%;52;48;07/05/2021;(05)-mai/2021;2021;17:00:00
2021-05-07 16:00:00;115;97;;;97;18;00:06:58;00:05:27;84%;2021-05-07;07/05/2021;16:00:00;DIA DE PICO;0;0;0%;0%;115;115;07/05/2021;(05)-mai/2021;2021;16:00:00
2021-05-07 15:00:00;131;126;60;14;52;5;00:05:47;00:01:58;96%;2021-05-07;07/05/2021;15:00:00;DIA DE PICO;60;74;56%;46%;71;57;07/05/2021;(05)-mai/2021;2021;15:00:00
2021-05-07 14:00:00;157;152;96;31;25;5;00:06:21;00:00:44;97%;2021-05-07;07/05/2021;14:00:00;DIA DE PICO;96;127;81%;61%;61;30;07/05/2021;(05)-mai/2021;2021;14:00:00
2021-05-07 13:00:00;128;105;23;3;79;23;00:07:02;00:05:29;82%;2021-05-07;07/05/2021;13:00:00;DIA DE PICO;23;26;20%;18%;105;102;07/05/2021;(05)-mai/2021;2021;13:00:00
2021-05-07 12:00:00;181;167;49;46;72;14;00:06:19;00:01:29;92%;2021-05-07;07/05/2021;12:00:00;DIA DE PICO;49;95;52%;27%;132;86;07/05/2021;(05)-mai/2021;2021;12:00:00
2021-05-07 11:00:00;174;143;;4;139;31;00:06:48;00:04:47;82%;2021-05-07;07/05/2021;11:00:00;DIA DE PICO;0;4;2%;0%;174;170;07/05/2021;(05)-mai/2021;2021;11:00:00
2021-05-07 10:00:00;204;178;12;9;157;26;00:06:11;00:03:30;87%;2021-05-07;07/05/2021;10:00:00;DIA DE PICO;12;21;10%;6%;192;183;07/05/2021;(05)-mai/2021;2021;10:00:00
2021-05-07 09:00:00;175;166;72;47;47;9;00:05:48;00:00:55;95%;2021-05-07;07/05/2021;09:00:00;DIA DE PICO;72;119;68%;41%;103;56;07/05/2021;(05)-mai/2021;2021;09:00:00
2021-05-07 08:00:00;82;82;80;1;1;;00:05:49;00:00:03;100%;2021-05-07;07/05/2021;08:00:00;DIA DE PICO;80;81;99%;98%;2;1;07/05/2021;(05)-mai/2021;2021;08:00:00
2021-05-06 20:00:00;2;2;2;;;;00:06:51;00:00:00;100%;2021-05-06;06/05/2021;20:00:00;DIA NOMAL;2;2;100%;100%;0;0;06/05/2021;(05)-mai/2021;2021;20:00:00
2021-05-06 19:00:00;28;28;28;;;;00:04:51;00:00:00;100%;2021-05-06;06/05/2021;19:00:00;DIA NOMAL;28;28;100%;100%;0;0;06/05/2021;(05)-mai/2021;2021;19:00:00
2021-05-06 18:00:00;42;39;22;5;12;3;00:05:41;00:01:00;93%;2021-05-06;06/05/2021;18:00:00;DIA NOMAL;22;27;64%;52%;20;15;06/05/2021;(05)-mai/2021;2021;18:00:00
2021-05-06 17:00:00;115;89;;;87;26;00:07:18;00:05:03;77%;2021-05-06;06/05/2021;17:00:00;DIA NOMAL;0;0;0%;0%;115;115;06/05/2021;(05)-mai/2021;2021;17:00:00
2021-05-06 16:00:00;142;92;;;91;50;00:09:01;00:07:12;65%;2021-05-06;06/05/2021;16:00:00;DIA NOMAL;0;0;0%;0%;142;142;06/05/2021;(05)-mai/2021;2021;16:00:00
2021-05-06 15:00:00;145;122;21;11;90;23;00:07:21;00:04:03;84%;2021-05-06;06/05/2021;15:00:00;DIA NOMAL;21;32;22%;14%;124;113;06/05/2021;(05)-mai/2021;2021;15:00:00
2021-05-06 14:00:00;173;161;26;7;127;12;00:06:07;00:02:45;93%;2021-05-06;06/05/2021;14:00:00;DIA NOMAL;26;33;19%;15%;147;140;06/05/2021;(05)-mai/2021;2021;14:00:00
2021-05-06 13:00:00;146;143;91;34;18;3;00:05:51;00:00:32;98%;2021-05-06;06/05/2021;13:00:00;DIA NOMAL;91;125;86%;62%;55;21;06/05/2021;(05)-mai/2021;2021;13:00:00
2021-05-06 12:00:00;156;149;97;19;33;7;00:06:11;00:00:51;96%;2021-05-06;06/05/2021;12:00:00;DIA NOMAL;97;116;74%;62%;59;40;06/05/2021;(05)-mai/2021;2021;12:00:00
2021-05-06 11:00:00;185;167;9;6;150;18;00:06:41;00:03:35;90%;2021-05-06;06/05/2021;11:00:00;DIA NOMAL;9;15;8%;5%;176;170;06/05/2021;(05)-mai/2021;2021;11:00:00
2021-05-06 10:00:00;193;161;;;161;32;00:06:44;00:04:15;83%;2021-05-06;06/05/2021;10:00:00;DIA NOMAL;0;0;0%;0%;193;193;06/05/2021;(05)-mai/2021;2021;10:00:00
2021-05-06 09:00:00;174;155;37;21;97;19;00:06:22;00:02:10;89%;2021-05-06;06/05/2021;09:00:00;DIA NOMAL;37;58;33%;21%;137;116;06/05/2021;(05)-mai/2021;2021;09:00:00
2021-05-06 08:00:00;81;81;74;4;3;;00:06:23;00:00:08;100%;2021-05-06;06/05/2021;08:00:00;DIA NOMAL;74;78;96%;91%;7;3;06/05/2021;(05)-mai/2021;2021;08:00:00
2021-05-06 07:00:00;1;1;1;;;;00:07:41;00:00:00;100%;2021-05-06;06/05/2021;07:00:00;DIA NOMAL;1;1;100%;100%;0;0;06/05/2021;(05)-mai/2021;2021;07:00:00
2021-05-05 20:00:00;12;12;12;;;;00:05:58;00:00:00;100%;2021-05-05;05/05/2021;20:00:00;DIA NOMAL;12;12;100%;100%;0;0;05/05/2021;(05)-mai/2021;2021;20:00:00
2021-05-05 19:00:00;28;28;27;1;;;00:07:12;00:00:03;100%;2021-05-05;05/05/2021;19:00:00;DIA NOMAL;27;28;100%;96%;1;0;05/05/2021;(05)-mai/2021;2021;19:00:00
2021-05-05 18:00:00;41;41;23;8;10;;00:07:04;00:00:53;100%;2021-05-05;05/05/2021;18:00:00;DIA NOMAL;23;31;76%;56%;18;10;05/05/2021;(05)-mai/2021;2021;18:00:00
2021-05-05 17:00:00;94;78;;8;70;16;00:07:33;00:04:22;83%;2021-05-05;05/05/2021;17:00:00;DIA NOMAL;0;8;9%;0%;94;86;05/05/2021;(05)-mai/2021;2021;17:00:00
2021-05-05 16:00:00;166;122;;;121;44;00:07:28;00:05:49;74%;2021-05-05;05/05/2021;16:00:00;DIA NOMAL;0;0;0%;0%;166;166;05/05/2021;(05)-mai/2021;2021;16:00:00
2021-05-05 15:00:00;184;154;34;19;101;30;00:06:26;00:04:17;84%;2021-05-05;05/05/2021;15:00:00;DIA NOMAL;34;53;29%;18%;150;131;05/05/2021;(05)-mai/2021;2021;15:00:00
2021-05-05 14:00:00;214;204;34;41;129;10;00:06:33;00:01:31;95%;2021-05-05;05/05/2021;14:00:00;DIA NOMAL;34;75;35%;16%;180;139;05/05/2021;(05)-mai/2021;2021;14:00:00
2021-05-05 13:00:00;178;167;43;40;84;11;00:05:49;00:01:21;94%;2021-05-05;05/05/2021;13:00:00;DIA NOMAL;43;83;47%;24%;135;95;05/05/2021;(05)-mai/2021;2021;13:00:00
2021-05-05 12:00:00;170;143;;6;137;27;00:05:58;00:03:44;84%;2021-05-05;05/05/2021;12:00:00;DIA NOMAL;0;6;4%;0%;170;164;05/05/2021;(05)-mai/2021;2021;12:00:00
2021-05-05 11:00:00;200;147;;;147;53;00:07:39;00:06:13;74%;2021-05-05;05/05/2021;11:00:00;DIA NOMAL;0;0;0%;0%;200;200;05/05/2021;(05)-mai/2021;2021;11:00:00
2021-05-05 10:00:00;204;162;13;3;146;42;00:07:02;00:05:34;79%;2021-05-05;05/05/2021;10:00:00;DIA NOMAL;13;16;8%;6%;191;188;05/05/2021;(05)-mai/2021;2021;10:00:00
2021-05-05 09:00:00;175;155;51;25;78;20;00:06:19;00:02:04;89%;2021-05-05;05/05/2021;09:00:00;DIA NOMAL;51;76;43%;29%;124;99;05/05/2021;(05)-mai/2021;2021;09:00:00
2021-05-05 08:00:00;113;109;75;6;27;4;00:06:53;00:01:17;97%;2021-05-05;05/05/2021;08:00:00;DIA NOMAL;75;81;72%;66%;38;32;05/05/2021;(05)-mai/2021;2021;08:00:00
2021-05-04 20:00:00;14;14;14;;;;00:05:34;00:00:00;100%;2021-05-04;04/05/2021;20:00:00;DIA NOMAL;14;14;100%;100%;0;0;04/05/2021;(05)-mai/2021;2021;20:00:00
2021-05-04 19:00:00;30;30;29;1;;;00:05:01;00:00:02;100%;2021-05-04;04/05/2021;19:00:00;DIA NOMAL;29;30;100%;97%;1;0;04/05/2021;(05)-mai/2021;2021;19:00:00
2021-05-04 18:00:00;50;41;16;3;22;9;00:06:26;00:03:58;82%;2021-05-04;04/05/2021;18:00:00;DIA NOMAL;16;19;38%;32%;34;31;04/05/2021;(05)-mai/2021;2021;18:00:00
2021-05-04 17:00:00;104;77;;;77;27;00:07:53;00:06:57;74%;2021-05-04;04/05/2021;17:00:00;DIA NOMAL;0;0;0%;0%;104;104;04/05/2021;(05)-mai/2021;2021;17:00:00
2021-05-04 16:00:00;165;121;;;119;44;00:07:21;00:05:48;73%;2021-05-04;04/05/2021;16:00:00;DIA NOMAL;0;0;0%;0%;165;165;04/05/2021;(05)-mai/2021;2021;16:00:00
2021-05-04 15:00:00;152;144;19;22;103;8;00:06:16;00:02:04;95%;2021-05-04;04/05/2021;15:00:00;DIA NOMAL;19;41;27%;13%;133;111;04/05/2021;(05)-mai/2021;2021;15:00:00
2021-05-04 14:00:00;199;165;29;45;91;34;00:06:49;00:03:03;83%;2021-05-04;04/05/2021;14:00:00;DIA NOMAL;29;74;37%;15%;170;125;04/05/2021;(05)-mai/2021;2021;14:00:00
2021-05-04 13:00:00;216;177;;;176;39;00:07:06;00:05:07;82%;2021-05-04;04/05/2021;13:00:00;DIA NOMAL;0;0;0%;0%;216;216;04/05/2021;(05)-mai/2021;2021;13:00:00
2021-05-04 12:00:00;205;145;;;145;60;00:06:45;00:08:26;71%;2021-05-04;04/05/2021;12:00:00;DIA NOMAL;0;0;0%;0%;205;205;04/05/2021;(05)-mai/2021;2021;12:00:00
2021-05-04 11:00:00;248;172;;;172;76;00:06:56;00:08:21;69%;2021-05-04;04/05/2021;11:00:00;DIA NOMAL;0;0;0%;0%;248;248;04/05/2021;(05)-mai/2021;2021;11:00:00
2021-05-04 10:00:00;244;175;;;174;69;00:06:48;00:08:26;72%;2021-05-04;04/05/2021;10:00:00;DIA NOMAL;0;0;0%;0%;244;244;04/05/2021;(05)-mai/2021;2021;10:00:00
2021-05-04 09:00:00;198;167;2;7;158;31;00:06:54;00:04:25;84%;2021-05-04;04/05/2021;09:00:00;DIA NOMAL;2;9;5%;1%;196;189;04/05/2021;(05)-mai/2021;2021;09:00:00
2021-05-04 08:00:00;115;111;94;11;6;4;00:06:22;00:00:15;97%;2021-05-04;04/05/2021;08:00:00;DIA NOMAL;94;105;91%;82%;21;10;04/05/2021;(05)-mai/2021;2021;08:00:00
2021-05-03 20:00:00;11;11;11;;;;00:04:05;00:00:00;100%;2021-05-03;03/05/2021;20:00:00;DIA DE PICO;11;11;100%;100%;0;0;03/05/2021;(05)-mai/2021;2021;20:00:00
2021-05-03 19:00:00;50;50;48;2;;;00:06:15;00:00:03;100%;2021-05-03;03/05/2021;19:00:00;DIA DE PICO;48;50;100%;96%;2;0;03/05/2021;(05)-mai/2021;2021;19:00:00
2021-05-03 18:00:00;65;63;53;5;5;2;00:05:24;00:00:21;97%;2021-05-03;03/05/2021;18:00:00;DIA DE PICO;53;58;89%;82%;12;7;03/05/2021;(05)-mai/2021;2021;18:00:00
2021-05-03 17:00:00;131;82;;;82;50;00:08:32;00:07:26;62%;2021-05-03;03/05/2021;17:00:00;DIA DE PICO;0;0;0%;0%;131;131;03/05/2021;(05)-mai/2021;2021;17:00:00
2021-05-03 16:00:00;182;108;;;108;74;00:08:01;00:10:06;59%;2021-05-03;03/05/2021;16:00:00;DIA DE PICO;0;0;0%;0%;182;182;03/05/2021;(05)-mai/2021;2021;16:00:00
2021-05-03 15:00:00;220;153;;;153;67;00:07:51;00:06:17;70%;2021-05-03;03/05/2021;15:00:00;DIA DE PICO;0;0;0%;0%;220;220;03/05/2021;(05)-mai/2021;2021;15:00:00
2021-05-03 14:00:00;234;177;;;176;57;00:06:46;00:07:18;76%;2021-05-03;03/05/2021;14:00:00;DIA DE PICO;0;0;0%;0%;234;234;03/05/2021;(05)-mai/2021;2021;14:00:00
2021-05-03 13:00:00;253;187;;;186;66;00:06:33;00:07:01;74%;2021-05-03;03/05/2021;13:00:00;DIA DE PICO;0;0;0%;0%;253;253;03/05/2021;(05)-mai/2021;2021;13:00:00
2021-05-03 12:00:00;232;155;;;155;77;00:07:59;00:08:56;67%;2021-05-03;03/05/2021;12:00:00;DIA DE PICO;0;0;0%;0%;232;232;03/05/2021;(05)-mai/2021;2021;12:00:00
2021-05-03 11:00:00;250;177;;;177;73;00:06:47;00:07:54;71%;2021-05-03;03/05/2021;11:00:00;DIA DE PICO;0;0;0%;0%;250;250;03/05/2021;(05)-mai/2021;2021;11:00:00
2021-05-03 10:00:00;220;147;;;145;73;00:06:30;00:08:59;67%;2021-05-03;03/05/2021;10:00:00;DIA DE PICO;0;0;0%;0%;220;220;03/05/2021;(05)-mai/2021;2021;10:00:00
2021-05-03 09:00:00;236;182;;;182;54;00:06:44;00:07:37;77%;2021-05-03;03/05/2021;09:00:00;DIA DE PICO;0;0;0%;0%;236;236;03/05/2021;(05)-mai/2021;2021;09:00:00
2021-05-03 08:00:00;108;103;43;20;40;5;00:07:13;00:01:10;95%;2021-05-03;03/05/2021;08:00:00;DIA DE PICO;43;63;58%;40%;65;45;03/05/2021;(05)-mai/2021;2021;08:00:00
2021-04-30 20:00:00;8;8;8;;;;00:03:53;00:00:00;100%;2021-04-30;30/04/2021;20:00:00;DIA DE PICO;8;8;100%;100%;0;0;30/04/2021;(04)-abr/2021;2021;20:00:00
2021-04-30 19:00:00;35;35;32;3;;;00:08:21;00:00:05;100%;2021-04-30;30/04/2021;19:00:00;DIA DE PICO;32;35;100%;91%;3;0;30/04/2021;(04)-abr/2021;2021;19:00:00
2021-04-30 18:00:00;54;54;47;1;6;;00:05:59;00:00:28;100%;2021-04-30;30/04/2021;18:00:00;DIA DE PICO;47;48;89%;87%;7;6;30/04/2021;(04)-abr/2021;2021;18:00:00
2021-04-30 17:00:00;96;76;4;1;71;20;00:06:42;00:06:10;79%;2021-04-30;30/04/2021;17:00:00;DIA DE PICO;4;5;5%;4%;92;91;30/04/2021;(04)-abr/2021;2021;17:00:00
2021-04-30 16:00:00;146;93;;;93;53;00:07:00;00:09:55;64%;2021-04-30;30/04/2021;16:00:00;DIA DE PICO;0;0;0%;0%;146;146;30/04/2021;(04)-abr/2021;2021;16:00:00
2021-04-30 15:00:00;145;112;;;112;33;00:06:44;00:07:34;77%;2021-04-30;30/04/2021;15:00:00;DIA DE PICO;0;0;0%;0%;145;145;30/04/2021;(04)-abr/2021;2021;15:00:00
2021-04-30 14:00:00;177;154;40;13;100;23;00:06:54;00:02:33;87%;2021-04-30;30/04/2021;14:00:00;DIA DE PICO;40;53;30%;23%;137;124;30/04/2021;(04)-abr/2021;2021;14:00:00
2021-04-30 13:00:00;151;148;127;3;18;3;00:06:13;00:00:19;98%;2021-04-30;30/04/2021;13:00:00;DIA DE PICO;127;130;86%;84%;24;21;30/04/2021;(04)-abr/2021;2021;13:00:00
2021-04-30 12:00:00;158;147;38;40;69;11;00:06:27;00:01:37;93%;2021-04-30;30/04/2021;12:00:00;DIA DE PICO;38;78;49%;24%;120;80;30/04/2021;(04)-abr/2021;2021;12:00:00
2021-04-30 11:00:00;213;178;;;176;35;00:06:32;00:04:24;84%;2021-04-30;30/04/2021;11:00:00;DIA DE PICO;0;0;0%;0%;213;213;30/04/2021;(04)-abr/2021;2021;11:00:00
2021-04-30 10:00:00;181;159;4;5;150;22;00:06:56;00:04:04;88%;2021-04-30;30/04/2021;10:00:00;DIA DE PICO;4;9;5%;2%;177;172;30/04/2021;(04)-abr/2021;2021;10:00:00
2021-04-30 09:00:00;146;143;68;26;49;3;00:06:37;00:01:11;98%;2021-04-30;30/04/2021;09:00:00;DIA DE PICO;68;94;64%;47%;78;52;30/04/2021;(04)-abr/2021;2021;09:00:00
2021-04-30 08:00:00;94;94;91;3;;;00:05:53;00:00:03;100%;2021-04-30;30/04/2021;08:00:00;DIA DE PICO;91;94;100%;97%;3;0;30/04/2021;(04)-abr/2021;2021;08:00:00
2021-04-29 20:00:00;14;14;14;;;;00:06:45;00:00:00;100%;2021-04-29;29/04/2021;20:00:00;DIA NOMAL;14;14;100%;100%;0;0;29/04/2021;(04)-abr/2021;2021;20:00:00
2021-04-29 19:00:00;39;39;39;;;;00:05:33;00:00:00;100%;2021-04-29;29/04/2021;19:00:00;DIA NOMAL;39;39;100%;100%;0;0;29/04/2021;(04)-abr/2021;2021;19:00:00
2021-04-29 18:00:00;47;47;46;1;;;00:06:34;00:00:03;100%;2021-04-29;29/04/2021;18:00:00;DIA NOMAL;46;47;100%;98%;1;0;29/04/2021;(04)-abr/2021;2021;18:00:00
2021-04-29 17:00:00;93;79;25;4;50;14;00:07:06;00:03:16;85%;2021-04-29;29/04/2021;17:00:00;DIA NOMAL;25;29;31%;27%;68;64;29/04/2021;(04)-abr/2021;2021;17:00:00
2021-04-29 16:00:00;178;118;;;118;60;00:07:39;00:09:27;66%;2021-04-29;29/04/2021;16:00:00;DIA NOMAL;0;0;0%;0%;178;178;29/04/2021;(04)-abr/2021;2021;16:00:00
2021-04-29 15:00:00;191;152;;;152;39;00:06:54;00:05:37;80%;2021-04-29;29/04/2021;15:00:00;DIA NOMAL;0;0;0%;0%;191;191;29/04/2021;(04)-abr/2021;2021;15:00:00
2021-04-29 14:00:00;188;174;17;22;135;14;00:07:15;00:02:37;93%;2021-04-29;29/04/2021;14:00:00;DIA NOMAL;17;39;21%;9%;171;149;29/04/2021;(04)-abr/2021;2021;14:00:00
2021-04-29 13:00:00;153;144;79;5;60;9;00:05:35;00:01:34;94%;2021-04-29;29/04/2021;13:00:00;DIA NOMAL;79;84;55%;52%;74;69;29/04/2021;(04)-abr/2021;2021;13:00:00
2021-04-29 12:00:00;192;156;;;156;36;00:06:39;00:04:56;81%;2021-04-29;29/04/2021;12:00:00;DIA NOMAL;0;0;0%;0%;192;192;29/04/2021;(04)-abr/2021;2021;12:00:00
2021-04-29 11:00:00;242;181;;;181;61;00:06:04;00:06:31;75%;2021-04-29;29/04/2021;11:00:00;DIA NOMAL;0;0;0%;0%;242;242;29/04/2021;(04)-abr/2021;2021;11:00:00
2021-04-29 10:00:00;233;182;;;182;51;00:07:22;00:04:42;78%;2021-04-29;29/04/2021;10:00:00;DIA NOMAL;0;0;0%;0%;233;233;29/04/2021;(04)-abr/2021;2021;10:00:00
2021-04-29 09:00:00;175;164;11;7;146;11;00:07:08;00:02:52;94%;2021-04-29;29/04/2021;09:00:00;DIA NOMAL;11;18;10%;6%;164;157;29/04/2021;(04)-abr/2021;2021;09:00:00
2021-04-29 08:00:00;112;108;84;9;15;4;00:06:28;00:00:41;96%;2021-04-29;29/04/2021;08:00:00;DIA NOMAL;84;93;83%;75%;28;19;29/04/2021;(04)-abr/2021;2021;08:00:00
2021-04-28 20:00:00;11;11;11;;;;00:05:52;00:00:00;100%;2021-04-28;28/04/2021;20:00:00;DIA NOMAL;11;11;100%;100%;0;0;28/04/2021;(04)-abr/2021;2021;20:00:00
2021-04-28 19:00:00;33;33;33;;;;00:05:42;00:00:00;100%;2021-04-28;28/04/2021;19:00:00;DIA NOMAL;33;33;100%;100%;0;0;28/04/2021;(04)-abr/2021;2021;19:00:00
2021-04-28 18:00:00;58;51;15;4;32;7;00:07:06;00:03:43;88%;2021-04-28;28/04/2021;18:00:00;DIA NOMAL;15;19;33%;26%;43;39;28/04/2021;(04)-abr/2021;2021;18:00:00
2021-04-28 17:00:00;124;92;;;91;32;00:06:58;00:05:20;74%;2021-04-28;28/04/2021;17:00:00;DIA NOMAL;0;0;0%;0%;124;124;28/04/2021;(04)-abr/2021;2021;17:00:00
2021-04-28 16:00:00;166;128;;;128;38;00:06:40;00:05:50;77%;2021-04-28;28/04/2021;16:00:00;DIA NOMAL;0;0;0%;0%;166;166;28/04/2021;(04)-abr/2021;2021;16:00:00
2021-04-28 15:00:00;209;175;;;174;34;00:06:39;00:05:16;84%;2021-04-28;28/04/2021;15:00:00;DIA NOMAL;0;0;0%;0%;209;209;28/04/2021;(04)-abr/2021;2021;15:00:00
2021-04-28 14:00:00;231;184;;;184;47;00:07:08;00:05:41;80%;2021-04-28;28/04/2021;14:00:00;DIA NOMAL;0;0;0%;0%;231;231;28/04/2021;(04)-abr/2021;2021;14:00:00
2021-04-28 13:00:00;216;168;;;168;48;00:07:14;00:05:10;78%;2021-04-28;28/04/2021;13:00:00;DIA NOMAL;0;0;0%;0%;216;216;28/04/2021;(04)-abr/2021;2021;13:00:00
2021-04-28 12:00:00;208;153;1;;152;55;00:07:20;00:07:09;74%;2021-04-28;28/04/2021;12:00:00;DIA NOMAL;1;1;0%;0%;207;207;28/04/2021;(04)-abr/2021;2021;12:00:00
2021-04-28 11:00:00;249;165;;;165;84;00:07:25;00:08:46;66%;2021-04-28;28/04/2021;11:00:00;DIA NOMAL;0;0;0%;0%;249;249;28/04/2021;(04)-abr/2021;2021;11:00:00
2021-04-28 10:00:00;218;168;;;167;50;00:07:13;00:07:42;77%;2021-04-28;28/04/2021;10:00:00;DIA NOMAL;0;0;0%;0%;218;218;28/04/2021;(04)-abr/2021;2021;10:00:00
2021-04-28 09:00:00;197;176;32;29;115;21;00:06:33;00:03:04;89%;2021-04-28;28/04/2021;09:00:00;DIA NOMAL;32;61;31%;16%;165;136;28/04/2021;(04)-abr/2021;2021;09:00:00
2021-04-28 08:00:00;103;102;75;13;14;1;00:05:58;00:00:29;99%;2021-04-28;28/04/2021;08:00:00;DIA NOMAL;75;88;85%;73%;28;15;28/04/2021;(04)-abr/2021;2021;08:00:00
2021-04-27 20:00:00;9;9;9;;;;00:07:42;00:00:00;100%;2021-04-27;27/04/2021;20:00:00;DIA NOMAL;9;9;100%;100%;0;0;27/04/2021;(04)-abr/2021;2021;20:00:00
2021-04-27 19:00:00;40;40;40;;;;00:05:59;00:00:00;100%;2021-04-27;27/04/2021;19:00:00;DIA NOMAL;40;40;100%;100%;0;0;27/04/2021;(04)-abr/2021;2021;19:00:00
2021-04-27 18:00:00;59;55;11;3;41;4;00:06:41;00:03:43;93%;2021-04-27;27/04/2021;18:00:00;DIA NOMAL;11;14;24%;19%;48;45;27/04/2021;(04)-abr/2021;2021;18:00:00
2021-04-27 17:00:00;112;83;;;83;29;00:06:13;00:06:19;74%;2021-04-27;27/04/2021;17:00:00;DIA NOMAL;0;0;0%;0%;112;112;27/04/2021;(04)-abr/2021;2021;17:00:00
2021-04-27 16:00:00;175;114;;;113;61;00:08:05;00:09:34;65%;2021-04-27;27/04/2021;16:00:00;DIA NOMAL;0;0;0%;0%;175;175;27/04/2021;(04)-abr/2021;2021;16:00:00
2021-04-27 15:00:00;222;165;;;165;57;00:07:06;00:06:59;74%;2021-04-27;27/04/2021;15:00:00;DIA NOMAL;0;0;0%;0%;222;222;27/04/2021;(04)-abr/2021;2021;15:00:00
2021-04-27 14:00:00;237;181;1;;180;56;00:07:42;00:05:43;76%;2021-04-27;27/04/2021;14:00:00;DIA NOMAL;1;1;0%;0%;236;236;27/04/2021;(04)-abr/2021;2021;14:00:00
2021-04-27 13:00:00;229;190;;;190;39;00:06:37;00:04:49;83%;2021-04-27;27/04/2021;13:00:00;DIA NOMAL;0;0;0%;0%;229;229;27/04/2021;(04)-abr/2021;2021;13:00:00
2021-04-27 12:00:00;222;162;1;;161;60;00:07:00;00:07:05;73%;2021-04-27;27/04/2021;12:00:00;DIA NOMAL;1;1;0%;0%;221;221;27/04/2021;(04)-abr/2021;2021;12:00:00
2021-04-27 11:00:00;260;176;;;176;84;00:07:04;00:08:24;68%;2021-04-27;27/04/2021;11:00:00;DIA NOMAL;0;0;0%;0%;260;260;27/04/2021;(04)-abr/2021;2021;11:00:00
2021-04-27 10:00:00;211;150;;;150;61;00:07:04;00:08:15;71%;2021-04-27;27/04/2021;10:00:00;DIA NOMAL;0;0;0%;0%;211;211;27/04/2021;(04)-abr/2021;2021;10:00:00
2021-04-27 09:00:00;212;160;2;9;149;52;00:06:57;00:05:25;76%;2021-04-27;27/04/2021;09:00:00;DIA NOMAL;2;11;5%;1%;210;201;27/04/2021;(04)-abr/2021;2021;09:00:00
2021-04-27 08:00:00;111;110;84;14;12;1;00:05:41;00:00:23;99%;2021-04-27;27/04/2021;08:00:00;DIA NOMAL;84;98;88%;76%;27;13;27/04/2021;(04)-abr/2021;2021;08:00:00
2021-04-26 20:00:00;19;19;19;;;;00:06:25;00:00:00;100%;2021-04-26;26/04/2021;20:00:00;DIA DE PICO;19;19;100%;100%;0;0;26/04/2021;(04)-abr/2021;2021;20:00:00
2021-04-26 19:00:00;33;33;31;2;;;00:06:40;00:00:04;100%;2021-04-26;26/04/2021;19:00:00;DIA DE PICO;31;33;100%;94%;2;0;26/04/2021;(04)-abr/2021;2021;19:00:00
2021-04-26 18:00:00;79;56;5;;51;23;00:07:18;00:06:41;71%;2021-04-26;26/04/2021;18:00:00;DIA DE PICO;5;5;6%;6%;74;74;26/04/2021;(04)-abr/2021;2021;18:00:00
2021-04-26 17:00:00;141;85;;;84;56;00:07:07;00:11:42;60%;2021-04-26;26/04/2021;17:00:00;DIA DE PICO;0;0;0%;0%;141;141;26/04/2021;(04)-abr/2021;2021;17:00:00
2021-04-26 16:00:00;189;125;;;125;64;00:07:17;00:08:52;66%;2021-04-26;26/04/2021;16:00:00;DIA DE PICO;0;0;0%;0%;189;189;26/04/2021;(04)-abr/2021;2021;16:00:00
2021-04-26 15:00:00;240;184;1;;182;56;00:06:41;00:05:52;77%;2021-04-26;26/04/2021;15:00:00;DIA DE PICO;1;1;0%;0%;239;239;26/04/2021;(04)-abr/2021;2021;15:00:00
2021-04-26 14:00:00;228;182;3;4;175;46;00:07:04;00:04:11;80%;2021-04-26;26/04/2021;14:00:00;DIA DE PICO;3;7;3%;1%;225;221;26/04/2021;(04)-abr/2021;2021;14:00:00
2021-04-26 13:00:00;270;192;;;191;78;00:06:31;00:05:10;71%;2021-04-26;26/04/2021;13:00:00;DIA DE PICO;0;0;0%;0%;270;270;26/04/2021;(04)-abr/2021;2021;13:00:00
2021-04-26 12:00:00;264;163;;;163;101;00:06:37;00:07:41;62%;2021-04-26;26/04/2021;12:00:00;DIA DE PICO;0;0;0%;0%;264;264;26/04/2021;(04)-abr/2021;2021;12:00:00
2021-04-26 11:00:00;230;155;;;155;75;00:07:11;00:08:24;67%;2021-04-26;26/04/2021;11:00:00;DIA DE PICO;0;0;0%;0%;230;230;26/04/2021;(04)-abr/2021;2021;11:00:00
2021-04-26 10:00:00;225;148;;;148;77;00:06:44;00:09:27;66%;2021-04-26;26/04/2021;10:00:00;DIA DE PICO;0;0;0%;0%;225;225;26/04/2021;(04)-abr/2021;2021;10:00:00
